loan_status,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
0,0.046875,0.003438479,0,0.026086957,0.219101124,0.156626506,0.035714286,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0.0625,0.029963886,0.146341463,0.927536232,0.256741573,0.602409639,0.035714286,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.015625,0.00362956,0.12195122,0.101449275,0.416853933,0.421686747,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.015625,0.003693909,0.12195122,0.043478261,0.320224719,0.204819277,0.035714286,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.056980505,0.048780488,0.913043478,0.06741573,0.325301205,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0.09375,0.044700224,0.170731707,0.885507246,0.491573034,0.397590361,0.035714286,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0.078125,0.148345797,0.048780488,0.688405797,0.473595506,0.096385542,0.035714286,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.09375,0.14539853,0.243902439,0.211594203,0.453370787,0.036144578,0.071428571,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.015625,0.00392969,0.12195122,0.057971014,0.11741573,0.253012048,0.071428571,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.021613295,0.024390244,0.855072464,0.728651685,0.759036145,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.0625,0.029472675,0.195121951,0.855072464,0.512359551,0.56626506,0.035714286,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.078125,0.034875999,0.097560976,0.855072464,0.644382022,0.481927711,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.09375,0.028514813,0.146341463,0.855072464,0.706179775,0.493975904,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0.0625,0.00392969,0.097560976,0.057971014,0.408426966,0.253012048,0.035714286,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.09375,0.14539853,0.243902439,0.565217391,0.138202247,0.084337349,0.071428571,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.046875,0.14539853,0.024390244,0.688405797,0.785955056,0.096385542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.09375,0.14539853,0.219512195,0.275362319,0.278651685,0.036144578,0.071428571,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.14539853,0,0.710144928,0.556741573,0.096385542,0.035714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.078125,0.14539853,0.219512195,0.507246377,0.619662921,0.072289157,0.035714286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0.09375,0.037670991,0.195121951,0.855072464,0.116292135,0.445783133,0.035714286,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.030602461,0.097560976,0.855072464,0.408426966,0.457831325,0.035714286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.09375,0.04176671,0,0.855072464,0.06741573,0.409638554,0.035714286,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.046875,0.036349632,0.170731707,0.855072464,0.741573034,0.457831325,0.035714286,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.046875,0.043228555,0.146341463,0.855072464,0.551123596,0.397590361,0.035714286,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.046875,0.045682646,0.170731707,0.855072464,0.293820225,0.373493976,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.078125,0.056980505,0.219512195,0.855072464,0.139325843,0.301204819,0.071428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.135574305,0.097560976,0.275362319,0.592134831,0.048192771,0.035714286,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0.09375,0.134151757,0,0.565217391,0.340449438,0.084337349,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.078125,0.060910195,0.219512195,0.855072464,0.10505618,0.277108434,0.071428571,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.015625,0.062383829,0,0.855072464,0.032022472,0.277108434,0.071428571,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.03125,0.133118248,0.146341463,0.333333333,0.346067416,0.048192771,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.078125,0.10701037,0.219512195,0.710144928,0.57752809,0.120481928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0.03125,0.032419942,0.146341463,0.828985507,0.593820225,0.506024096,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.03125,0.00392969,0.170731707,0.028985507,0.529213483,0.156626506,0.035714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.09375,0.12575008,0.243902439,0.797101449,0.312921348,0.13253012,0.035714286,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.125258868,0.219512195,0.565217391,0.505617978,0.096385542,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0625,0.123294023,0.219512195,0.263768116,0.088202247,0.048192771,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.120837967,0.048780488,0.710144928,0.453370787,0.120481928,0.071428571,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.015625,0.00392969,0.146341463,0.072463768,0.46011236,0.301204819,0.035714286,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.046875,0.029963886,0.048780488,0.797101449,0.139325843,0.518072289,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.09375,0.039788111,0.048780488,0.797101449,0.116292135,0.397590361,0.035714286,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0.09375,0.00392969,0.048780488,0.162318841,0.11741573,0.614457831,0.035714286,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.03125,0.041261745,0.146341463,0.797101449,0.252247191,0.385542169,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.015625,0.00392969,0,0.107246377,0.452808989,0.421686747,0.071428571,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.03125,0.00392969,0.146341463,0.123188406,0.096629213,0.481927711,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.0625,0.038807653,0,0.797101449,0.593820225,0.409638554,0.071428571,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0.0625,0.120837967,0.048780488,0.507246377,0.424719101,0.084337349,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.078125,0.04715628,0.12195122,0.797101449,0.408426966,0.337349398,0.035714286,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.052068392,0.243902439,0.797101449,0.195505618,0.301204819,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.072306296,0.170731707,0.797101449,0.319662921,0.228915663,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.015625,0.00392969,0.12195122,0.079710145,0.576404494,0.325301205,0.035714286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0.03125,0.032419942,0.097560976,0.782608696,0.429213483,0.469879518,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.09375,0.033991818,0.12195122,0.769565217,0.573033708,0.445783133,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0.0625,0.038805689,0.12195122,0.768115942,0.453370787,0.397590361,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.046875,0.028735858,0.170731707,0.739130435,0.353370787,0.506024096,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.056980505,0.024390244,0.727536232,0.408426966,0.253012048,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.004106526,0.048780488,0.031884058,0.457865169,0.156626506,0.035714286,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.03125,0.02750783,0,0.723913043,0.312921348,0.506024096,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.078125,0.112978587,0.073170732,0.565217391,0.497191011,0.108433735,0.071428571,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.0625,0.112978587,0.195121951,0.565217391,0.194382022,0.108433735,0.071428571,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.112978587,0.243902439,0.611594203,0.379775281,0.108433735,0.035714286,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.078125,0.106594806,0.146341463,0.330434783,0.505617978,0.060240964,0.035714286,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.09375,0.11224177,0,0.710144928,0.491573034,0.13253012,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.078125,0.111013742,0.12195122,1,0.481460674,0.180722892,0.071428571,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.046875,0.038805689,0.170731707,0.71884058,0.312921348,0.361445783,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.03125,0.004224417,0.097560976,0.043478261,0,0.192771084,0.071428571,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.004224417,0.073170732,0.036231884,0.46011236,0.168674699,0.035714286,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0.015625,0.018911633,0.073170732,0.710144928,0.410674157,0.710843373,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.078125,0.004330518,0,0.072463768,0.418539326,0.277108434,0.071428571,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.0625,0.004401253,0.024390244,0.091304348,0.252247191,0.337349398,0.035714286,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.09375,0.109048897,0.097560976,0.565217391,0.341011236,0.108433735,0.071428571,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.108557686,0,0.855072464,0.814044944,0.156626506,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.09375,0.102663151,0.146341463,1,0.293820225,0.192771084,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0625,0.004401253,0,0.115942029,0.36011236,0.421686747,0.071428571,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.046875,0.004418936,0,0.055072464,0.453370787,0.21686747,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.03125,0.018666027,0.146341463,0.710144928,0.515168539,0.722891566,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0.09375,0.021613295,0.048780488,0.710144928,0.237078652,0.626506024,0.071428571,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.078125,0.004418936,0.024390244,0.089855072,0.515168539,0.337349398,0.035714286,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0.078125,0.018842863,0.024390244,0.710144928,0.614044944,0.710843373,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0.015625,0.022104506,0.097560976,0.710144928,0.312921348,0.614457831,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.078125,0.108557686,0,0.710144928,0.744382022,0.13253012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0.09375,0.108557686,0.024390244,0.072463768,0.219101124,0.012048193,0.071428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.046875,0.108557686,0.195121951,0.202898551,0.180337079,0.036144578,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.09375,0.108557686,0.048780488,0.710144928,0.261797753,0.13253012,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.03125,0.022332428,0.12195122,0.710144928,0.36011236,0.614457831,0.035714286,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.046875,0.022595717,0.024390244,0.710144928,0.139325843,0.602409639,0.035714286,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.078125,0.022595717,0.097560976,0.710144928,0.032022472,0.602409639,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0.0625,0.01964845,0.048780488,0.710144928,0.556741573,0.686746988,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.046875,0.022595717,0.024390244,0.710144928,0.36011236,0.602409639,0.071428571,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.03125,0.022597682,0,0.710144928,0.27752809,0.602409639,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.03125,0.022597682,0.073170732,0.710144928,0.38258427,0.602409639,0.035714286,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0.03125,0.02357814,0.048780488,0.710144928,0.319662921,0.578313253,0.071428571,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.046875,0.004519143,0.073170732,0.128985507,0.139325843,0.457831325,0.071428571,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0625,0.10610163,0.024390244,0.710144928,0.346067416,0.13253012,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.046875,0.104136785,0.12195122,0.594202899,0.195505618,0.120481928,0.035714286,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.104136785,0.048780488,0.710144928,0.598314607,0.144578313,0.035714286,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.09375,0.104136785,0.243902439,0.565217391,0.494382022,0.108433735,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.046875,0.103645573,0.170731707,1,0.526404494,0.192771084,0.035714286,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.09375,0.103645573,0.268292683,0.333333333,0.138202247,0.072289157,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.046875,0.02357814,0.024390244,0.710144928,0.438202247,0.578313253,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0.09375,0.020630872,0.048780488,0.710144928,0.361797753,0.65060241,0.071428571,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.03125,0.024069351,0.12195122,0.710144928,0.45,0.56626506,0.071428571,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.09375,0.021122084,0,0.710144928,0.553932584,0.638554217,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.046875,0.021122084,0.024390244,0.710144928,0.702808989,0.638554217,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0.046875,0.004519143,0.048780488,0.026086957,0.215168539,0.13253012,0.071428571,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.015625,0.004519143,0,0.115942029,0.424719101,0.409638554,0.071428571,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.03125,0.101189517,0.146341463,0.449275362,0.292134831,0.096385542,0.071428571,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.09375,0.101189517,0.243902439,0.623188406,0.36011236,0.120481928,0.071428571,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.09375,0.021613295,0.12195122,0.710144928,0.730898876,0.626506024,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0.046875,0.025051774,0.097560976,0.710144928,0.333707865,0.542168675,0.035714286,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.046875,0.025051774,0.097560976,0.710144928,0.574719101,0.542168675,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0625,0.025132332,0.195121951,0.710144928,0.438202247,0.542168675,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.09375,0.025542985,0.097560976,0.710144928,0.418539326,0.542168675,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0625,0.097996644,0.195121951,0.565217391,0.428089888,0.120481928,0.035714286,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.046875,0.091365292,0.12195122,0.623188406,0.683146067,0.144578313,0.035714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.046875,0.004872816,0.048780488,0.210144928,0.652808989,0.674698795,0.071428571,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0.0625,0.02750783,0,0.710144928,0.312921348,0.506024096,0.035714286,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.0625,0.02750783,0.048780488,0.710144928,0.319662921,0.506024096,0.035714286,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.09375,0.024560562,0.170731707,0.710144928,0.528651685,0.554216867,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0625,0.096277405,0.195121951,0.333333333,0.408426966,0.072289157,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.096277405,0.195121951,0.333333333,0.453370787,0.072289157,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.015625,0.096277405,0.12195122,0.449275362,0.518539326,0.096385542,0.071428571,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.078125,0.024560562,0.073170732,0.710144928,0.640449438,0.554216867,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0.046875,0.02750783,0.073170732,0.710144928,0.410674157,0.506024096,0.035714286,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0.046875,0.02750783,0.170731707,0.710144928,0.271348315,0.506024096,0.071428571,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.015625,0.02750783,0.146341463,0.710144928,0.312921348,0.506024096,0.071428571,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.078125,0.028470113,0.219512195,0.710144928,0.410674157,0.481927711,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0.03125,0.025739469,0.048780488,0.710144928,0.535955056,0.530120482,0.035714286,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.015625,0.096277405,0.048780488,0.710144928,0.481460674,0.156626506,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0625,0.096277405,0.073170732,0.68115942,0.116292135,0.144578313,0.071428571,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.09375,0.096277405,0.097560976,0.420289855,0.526404494,0.084337349,0.035714286,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.078125,0.096277405,0.048780488,0.434782609,0.369101124,0.096385542,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0625,0.096277405,0.195121951,0.275362319,0.17247191,0.060240964,0.071428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.0625,0.030455097,0.073170732,0.710144928,0.252247191,0.457831325,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.03125,0.030455097,0.146341463,0.710144928,0.429213483,0.457831325,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.03125,0.096277405,0.146341463,0.246376812,0.042134831,0.048192771,0.071428571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.078125,0.096277405,0.12195122,0.507246377,0.612359551,0.108433735,0.035714286,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.078125,0.096277405,0.048780488,0.333333333,0.278651685,0.072289157,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.078125,0.096277405,0.219512195,0.653623188,0.501685393,0.144578313,0.035714286,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0.09375,0.030944344,0.243902439,0.710144928,0.55,0.445783133,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0.046875,0.030946309,0.073170732,0.710144928,0.139325843,0.445783133,0.071428571,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.0625,0.030946309,0.048780488,0.710144928,0.312921348,0.445783133,0.035714286,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0.0625,0.03143752,0.12195122,0.710144928,0.487078652,0.445783133,0.035714286,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0.078125,0.031928731,0.219512195,0.710144928,0.678089888,0.43373494,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
